town_id,applied_town_id_ratio
190_5470,1.5
190_598,1.5
190_656,1.5
190_673,1.5
190_735,1.5
190_804,1.5
1920_1589,1.5
1950_3426,1.5
1980_1147,1.5
1980_2519,1.5
20_1002,1.5
20_1006,1.5
20_1021,1.5
20_1023,1.5
20_1024,1.5
20_1036,1.5
20_1175,1.5
20_1265,1.5
20_1302,1.5
20_1315,1.5
20_1378,1.5
20_1511,1.5
20_1568,1.5
20_1613,1.5
20_1696,1.5
20_1852,1.5
20_1891,1.5
20_2180,1.5
20_2258,1.5
20_228,1.5
20_231,1.5
20_317,1.5
20_331,1.5
20_337,1.5
20_367,1.5
20_371,1.5
20_422,1.5
20_430,1.5
20_440,1.5
20_451,1.5
20_471,1.5
20_478,1.5
20_4945,1.5
20_519,1.5
20_544,1.5
20_575,1.5
20_5923,1.5
20_617,1.5
20_624,1.5
20_690,1.5
20_693,1.5
20_715,1.5
20_724,1.5
20_730,1.5
20_749,1.5
20_812,1.5
20_890,1.5
20_897,1.5
20_912,1.5
20_931,1.5
20_953,1.5
20_960,1.5
20_963,1.5
20_965,1.5
200_1070,1.5
200_1116,1.5
200_1230,1.5
200_1353,1.5
200_1426,1.5
200_1662,1.5
200_1691,1.5
200_1885,1.5
200_1985,1.5
200_2066,1.5
200_2100,1.5
200_2370,1.5
200_3543,1.5
200_5000,1.5
200_564,1.5
200_5910,1.5
200_736,1.5
200_839,1.5
200_872,1.5
200_924,1.5
200_925,1.5
200_945,1.5
2010_542,1.5
2010_967,1.5
2020_7454,1.5
2080_521,1.5
210_1068,1.5
210_1531,1.5
210_1683,1.5
210_1694,1.5
210_1762,1.5
210_1771,1.5
210_1822,1.5
210_2137,1.5
210_2202,1.5
210_2412,1.5
210_3207,1.5
210_3567,1.5
210_3665,1.5
210_4743,1.5
210_667,1.5
210_678,1.5
210_710,1.5
210_763,1.5
210_769,1.5
2140_1922,1.5
220_1133,1.5
220_1161,1.5
220_1233,1.5
220_1422,1.5
220_1971,1.5
220_2121,1.5
220_2462,1.5
220_2672,1.5
220_275,1.5
220_3116,1.5
220_3261,1.5
220_3313,1.5
220_3571,1.5
220_445,1.5
220_562,1.5
220_629,1.5
220_707,1.5
220_737,1.5
220_807,1.5
220_881,1.5
2200_1658,1.5
2200_373,1.5
2200_406,1.5
2220_185,1.5
2220_269,1.5
2220_3045,1.5
2230_4079,1.5
2250_859,1.5
2290_1778,1.5
230_1006,1.5
230_1221,1.5
230_1239,1.5
230_1543,1.5
230_1757,1.5
230_1838,1.5
230_1911,1.5
230_1921,1.5
230_2144,1.5
230_2192,1.5
230_2700,1.5
230_2868,1.5
230_290,1.5
230_3498,1.5
230_3637,1.5
230_3831,1.5
230_4249,1.5
230_430,1.5
230_446,1.5
230_4586,1.5
230_466,1.5
230_487,1.5
230_4870,1.5
230_5020,1.5
230_551,1.5
230_590,1.5
230_7454,1.5
230_955,1.5
2350_3949,1.5
240_1050,1.5
240_1105,1.5
240_1249,1.5
240_1406,1.5
240_1497,1.5
240_1842,1.5
240_1971,1.5
240_202,1.5
240_2091,1.5
240_2333,1.5
240_2712,1.5
240_2839,1.5
240_3071,1.5
240_3133,1.5
240_337,1.5
240_3438,1.5
240_372,1.5
240_396,1.5
240_4520,1.5
240_477,1.5
240_5084,1.5
240_555,1.5
240_641,1.5
240_654,1.5
240_697,1.5
240_704,1.5
240_728,1.5
240_737,1.5
240_880,1.5
240_932,1.5
240_953,1.5
2430_796,1.5
2480_1055,1.5
2490_1828,1.5
2490_401,1.5
2490_654,1.5
250_1467,1.5
250_1510,1.5
250_1554,1.5
250_1861,1.5
250_1871,1.5
250_1917,1.5
250_1942,1.5
250_2228,1.5
250_257,1.5
250_2675,1.5
250_2854,1.5
250_3570,1.5
250_432,1.5
250_460,1.5
250_470,1.5
250_604,1.5
250_724,1.5
250_743,1.5
250_809,1.5
250_810,1.5
2510_4789,1.5
2510_6917,1.5
2550_1013,1.5
2550_1090,1.5
2550_1107,1.5
2550_1108,1.5
2550_1201,1.5
2550_1432,1.5
2550_1481,1.5
2550_1518,1.5
2550_1637,1.5
2550_1642,1.5
2550_1744,1.5
2550_1765,1.5
2550_1789,1.5
2550_1805,1.5
2550_199,1.5
2550_200,1.5
2550_2090,1.5
2550_2231,1.5
2550_2297,1.5
2550_2685,1.5
2550_3067,1.5
2550_3131,1.5
2550_3172,1.5
2550_3356,1.5
2550_3386,1.5
2550_3472,1.5
2550_3757,1.5
2550_3791,1.5
2550_3905,1.5
2550_401,1.5
2550_4068,1.5
2550_4224,1.5
2550_4235,1.5
2550_426,1.5
2550_469,1.5
2550_504,1.5
2550_528,1.5
2550_647,1.5
2550_668,1.5
2550_676,1.5
2550_741,1.5
2550_757,1.5
2550_812,1.5
2550_829,1.5
2550_868,1.5
2550_878,1.5
2550_883,1.5
2550_884,1.5
2550_935,1.5
2550_955,1.5
260_1068,1.5
260_1472,1.5
260_1556,1.5
260_1614,1.5
260_1660,1.5
260_1735,1.5
260_185,1.5
260_1959,1.5
260_2416,1.5
260_2773,1.5
260_2860,1.5
260_3249,1.5
260_3259,1.5
260_3273,1.5
260_3500,1.5
260_3920,1.5
260_4655,1.5
260_486,1.5
260_4954,1.5
260_5230,1.5
260_597,1.5
260_753,1.5
270_1022,1.5
270_1082,1.5
270_1107,1.5
270_1174,1.5
270_1426,1.5
270_1431,1.5
270_1527,1.5
270_1695,1.5
270_1754,1.5
270_2076,1.5
270_2107,1.5
270_2443,1.5
270_2943,1.5
270_3109,1.5
270_3158,1.5
270_339,1.5
270_3871,1.5
270_4520,1.5
270_4769,1.5
270_509,1.5
270_583,1.5
270_709,1.5
270_7454,1.5
270_772,1.5
270_848,1.5
280_1103,1.5
280_1197,1.5
280_1487,1.5
280_1494,1.5
280_1857,1.5
280_2157,1.5
280_2293,1.5
280_2436,1.5
280_3287,1.5
280_3647,1.5
280_3670,1.5
280_4637,1.5
280_491,1.5
280_566,1.5
280_671,1.5
280_952,1.5
290_1223,1.5
290_1298,1.5
290_1337,1.5
290_1819,1.5
290_2440,1.5
290_3630,1.5
290_3879,1.5
290_392,1.5
290_5067,1.5
290_535,1.5
290_5541,1.5
290_682,1.5
290_881,1.5
290_944,1.5
30_1001,1.5
30_1014,1.5
30_1022,1.5
30_1043,1.5
30_1090,1.5
30_1100,1.5
30_1124,1.5
30_1176,1.5
30_1258,1.5
30_1269,1.5
30_1351,1.5
30_1355,1.5
30_1362,1.5
30_1363,1.5
30_1365,1.5
30_1375,1.5
30_1382,1.5
30_1391,1.5
30_1406,1.5
30_1438,1.5
30_1467,1.5
30_1535,1.5
30_1561,1.5
30_1614,1.5
30_1848,1.5
30_1885,1.5
30_2103,1.5
30_2275,1.5
30_2319,1.5
30_2393,1.5
30_2409,1.5
30_2699,1.5
30_319,1.5
30_350,1.5
30_3568,1.5
30_376,1.5
30_382,1.5
30_415,1.5
30_429,1.5
30_455,1.5
30_460,1.5
30_463,1.5
30_5255,1.5
30_546,1.5
30_5715,1.5
30_578,1.5
30_597,1.5
30_600,1.5
30_602,1.5
30_634,1.5
30_647,1.5
30_650,1.5
30_682,1.5
30_709,1.5
30_726,1.5
30_745,1.5
30_756,1.5
30_801,1.5
30_809,1.5
30_839,1.5
30_847,1.5
30_849,1.5
30_858,1.5
30_860,1.5
30_872,1.5
30_929,1.5
30_971,1.5
30_988,1.5
300_1425,1.5
300_1594,1.5
300_186,1.5
300_2098,1.5
300_2177,1.5
300_2262,1.5
300_2354,1.5
300_2373,1.5
300_2427,1.5
300_2816,1.5
300_2894,1.5
300_306,1.5
300_324,1.5
300_3318,1.5
300_3588,1.5
300_4306,1.5
300_439,1.5
300_463,1.5
300_569,1.5
300_632,1.5
300_809,1.5
300_885,1.5
300_936,1.5
310_1020,1.5
310_1216,1.5
310_1375,1.5
310_1386,1.5
310_1417,1.5
310_1679,1.5
310_2036,1.5
310_2307,1.5
310_2319,1.5
310_2835,1.5
310_3156,1.5
310_4054,1.5
310_4873,1.5
310_5069,1.5
310_6402,1.5
310_672,1.5
310_703,1.5
310_758,1.5
310_873,1.5
310_965,1.5
310_973,1.5
320_1104,1.5
320_1129,1.5
320_1131,1.5
320_1177,1.5
320_1596,1.5
320_1833,1.5
320_244,1.5
320_3078,1.5
320_3550,1.5
320_3990,1.5
320_636,1.5
320_649,1.5
320_7454,1.5
330_1113,1.5
330_1127,1.5
330_1174,1.5
330_1205,1.5
330_1210,1.5
330_1294,1.5
330_1301,1.5
330_1410,1.5
330_1877,1.5
330_1963,1.5
330_2559,1.5
330_371,1.5
330_411,1.5
330_5859,1.5
330_6407,1.5
330_660,1.5
330_671,1.5
330_902,1.5
340_283,1.5
340_3011,1.5
340_3047,1.5
340_3081,1.5
340_3806,1.5
340_485,1.5
340_6169,1.5
340_7454,1.5
340_886,1.5
350_1290,1.5
350_1679,1.5
350_1716,1.5
350_1745,1.5
350_2311,1.5
350_2432,1.5
350_2520,1.5
350_4122,1.5
350_591,1.5
350_809,1.5
360_1072,1.5
360_1484,1.5
360_1511,1.5
360_1601,1.5
360_1604,1.5
360_1772,1.5
360_1919,1.5
360_2072,1.5
360_2233,1.5
360_2771,1.5
360_301,1.5
360_3211,1.5
360_3229,1.5
360_3995,1.5
360_6673,1.5
360_778,1.5
370_1283,1.5
370_1752,1.5
370_3001,1.5
370_3285,1.5
370_4678,1.5
380_1006,1.5
380_1102,1.5
380_1474,1.5
380_1542,1.5
380_2925,1.5
380_3325,1.5
380_4096,1.5
380_498,1.5
380_5641,1.5
380_626,1.5
380_737,1.5
390_1666,1.5
390_1759,1.5
390_334,1.5
390_4407,1.5
390_4526,1.5
390_462,1.5
390_665,1.5
390_7441,1.5
40_1011,1.5
40_1041,1.5
40_1048,1.5
40_1080,1.5
40_1165,1.5
40_1178,1.5
40_1226,1.5
40_1356,1.5
40_1386,1.5
40_1401,1.5
40_1403,1.5
40_1475,1.5
40_1489,1.5
40_1498,1.5
40_1514,1.5
40_1523,1.5
40_1524,1.5
40_1577,1.5
40_1637,1.5
40_1653,1.5
40_1730,1.5
40_1746,1.5
40_1775,1.5
40_1795,1.5
40_185,1.5
40_1939,1.5
40_2055,1.5
40_2097,1.5
40_2157,1.5
40_222,1.5
40_2226,1.5
40_2248,1.5
40_2316,1.5
40_2318,1.5
40_2321,1.5
40_2590,1.5
40_261,1.5
40_2664,1.5
40_274,1.5
40_277,1.5
40_2892,1.5
40_3019,1.5
40_3403,1.5
40_345,1.5
40_3820,1.5
40_415,1.5
40_454,1.5
40_4670,1.5
40_504,1.5
40_523,1.5
40_556,1.5
40_563,1.5
40_569,1.5
40_587,1.5
40_594,1.5
40_595,1.5
40_628,1.5
40_637,1.5
40_669,1.5
40_6720,1.5
40_690,1.5
40_701,1.5
40_709,1.5
40_711,1.5
40_7454,1.5
40_753,1.5
40_759,1.5
40_770,1.5
40_814,1.5
40_826,1.5
40_840,1.5
40_845,1.5
40_860,1.5
40_980,1.5
40_995,1.5
40_998,1.5
400_1004,1.5
400_1744,1.5
400_2390,1.5
400_2737,1.5
400_3110,1.5
400_3200,1.5
400_3328,1.5
400_522,1.5
400_800,1.5
410_1112,1.5
410_2441,1.5
410_4273,1.5
410_490,1.5
410_545,1.5
420_1385,1.5
420_1542,1.5
420_362,1.5
420_3747,1.5
420_4130,1.5
420_520,1.5
420_726,1.5
430_1587,1.5
430_1651,1.5
430_3285,1.5
430_886,1.5
440_2486,1.5
440_3267,1.5
440_461,1.5
440_6343,1.5
440_682,1.5
440_804,1.5
450_1031,1.5
450_1293,1.5
450_1353,1.5
450_1917,1.5
450_2692,1.5
450_326,1.5
450_3478,1.5
450_414,1.5
450_4247,1.5
450_6787,1.5
450_719,1.5
450_741,1.5
450_840,1.5
460_1589,1.5
460_1730,1.5
460_2452,1.5
460_303,1.5
460_3087,1.5
460_3649,1.5
460_561,1.5
460_6657,1.5
470_1312,1.5
470_1494,1.5
470_1841,1.5
470_222,1.5
470_2645,1.5
470_549,1.5
470_796,1.5
480_1085,1.5
480_2408,1.5
480_807,1.5
480_827,1.5
480_905,1.5
480_971,1.5
490_1816,1.5
490_626,1.5
490_746,1.5
50_1029,1.5
50_1039,1.5
50_1167,1.5
50_1190,1.5
50_1255,1.5
50_1262,1.5
50_1290,1.5
50_1302,1.5
50_1306,1.5
50_1353,1.5
50_1394,1.5
50_1490,1.5
50_1538,1.5
50_1647,1.5
50_1659,1.5
50_1668,1.5
50_1752,1.5
50_1803,1.5
50_1806,1.5
50_1895,1.5
50_1950,1.5
50_1974,1.5
50_2105,1.5
50_2238,1.5
50_229,1.5
50_2337,1.5
50_2432,1.5
50_2662,1.5
50_270,1.5
50_3092,1.5
50_323,1.5
50_3302,1.5
50_3421,1.5
50_353,1.5
50_3532,1.5
50_355,1.5
50_417,1.5
50_476,1.5
50_4895,1.5
50_5142,1.5
50_521,1.5
50_5401,1.5
50_578,1.5
50_588,1.5
50_612,1.5
50_643,1.5
50_654,1.5
50_676,1.5
50_677,1.5
50_720,1.5
50_753,1.5
50_800,1.5
50_820,1.5
50_855,1.5
50_858,1.5
50_874,1.5
50_897,1.5
50_905,1.5
50_914,1.5
50_953,1.5
50_966,1.5
50_993,1.5
500_1335,1.5
500_1523,1.5
500_2907,1.5
500_769,1.5
510_1094,1.5
510_1663,1.5
510_1952,1.5
510_2624,1.5
510_270,1.5
510_471,1.5
510_771,1.5
520_1261,1.5
520_1569,1.5
520_1768,1.5
520_1815,1.5
520_2134,1.5
520_492,1.5
520_5061,1.5
520_599,1.5
530_1007,1.5
530_2124,1.5
530_2237,1.5
530_2990,1.5
530_504,1.5
530_811,1.5
530_921,1.5
540_1033,1.5
540_1144,1.5
540_1540,1.5
540_2213,1.5
540_2512,1.5
540_328,1.5
540_3355,1.5
550_1309,1.5
550_1330,1.5
550_1339,1.5
550_1606,1.5
550_1731,1.5
550_1891,1.5
550_467,1.5
550_482,1.5
550_668,1.5
550_7454,1.5
560_1104,1.5
560_1115,1.5
560_1350,1.5
560_1427,1.5
560_1576,1.5
560_2670,1.5
560_2699,1.5
560_299,1.5
570_1564,1.5
570_3032,1.5
570_330,1.5
570_526,1.5
580_1397,1.5
580_1890,1.5
580_5523,1.5
590_1195,1.5
590_2165,1.5
590_404,1.5
590_866,1.5
60_1003,1.5
60_1046,1.5
60_1047,1.5
60_1081,1.5
60_1119,1.5
60_1141,1.5
60_1157,1.5
60_1162,1.5
60_1183,1.5
60_1205,1.5
60_1259,1.5
60_1287,1.5
60_1297,1.5
60_1298,1.5
60_1307,1.5
60_1311,1.5
60_1330,1.5
60_1341,1.5
60_1343,1.5
60_1416,1.5
60_1426,1.5
60_1465,1.5
60_1537,1.5
60_1572,1.5
60_1653,1.5
60_1675,1.5
60_1696,1.5
60_1734,1.5
60_1757,1.5
60_1893,1.5
60_1905,1.5
60_1923,1.5
60_1929,1.5
60_1973,1.5
60_1989,1.5
60_2214,1.5
60_2215,1.5
60_2234,1.5
60_2322,1.5
60_2326,1.5
60_2418,1.5
60_2425,1.5
60_2472,1.5
60_2490,1.5
60_2501,1.5
60_2505,1.5
60_2589,1.5
60_264,1.5
60_2645,1.5
60_2896,1.5
60_2962,1.5
60_3013,1.5
60_305,1.5
60_3164,1.5
60_3183,1.5
60_3206,1.5
60_3251,1.5
60_3390,1.5
60_3528,1.5
60_3905,1.5
60_411,1.5
60_4150,1.5
60_4245,1.5
60_451,1.5
60_457,1.5
60_495,1.5
60_5109,1.5
60_5120,1.5
60_519,1.5
60_533,1.5
60_536,1.5
60_570,1.5
60_573,1.5
60_577,1.5
60_5832,1.5
60_598,1.5
60_606,1.5
60_6278,1.5
60_6352,1.5
60_636,1.5
60_6548,1.5
60_659,1.5
60_695,1.5
60_705,1.5
60_7454,1.5
60_752,1.5
60_755,1.5
60_798,1.5
60_799,1.5
60_811,1.5
60_820,1.5
60_826,1.5
60_862,1.5
60_874,1.5
60_883,1.5
60_916,1.5
60_920,1.5
60_936,1.5
60_993,1.5
600_1012,1.5
600_1794,1.5
600_3073,1.5
600_4321,1.5
600_530,1.5
610_1678,1.5
610_2428,1.5
610_3042,1.5
610_521,1.5
610_707,1.5
620_2976,1.5
620_426,1.5
620_5253,1.5
630_1583,1.5
630_1935,1.5
630_560,1.5
640_2650,1.5
640_312,1.5
640_3257,1.5
640_4464,1.5
640_979,1.5
650_3589,1.5
650_384,1.5
650_717,1.5
660_3481,1.5
660_424,1.5
660_769,1.5
670_1958,1.5
670_415,1.5
670_538,1.5
680_477,1.5
680_616,1.5
680_712,1.5
690_1696,1.5
690_3121,1.5
690_389,1.5
690_956,1.5
70_1025,1.5
70_1048,1.5
70_1050,1.5
70_1089,1.5
70_1096,1.5
70_1117,1.5
70_1120,1.5
70_1206,1.5
70_1216,1.5
70_1251,1.5
70_1267,1.5
70_1278,1.5
70_1297,1.5
70_1357,1.5
70_1374,1.5
70_1472,1.5
70_1502,1.5
70_1513,1.5
70_1584,1.5
70_1604,1.5
70_1633,1.5
70_1644,1.5
70_1680,1.5
70_1758,1.5
70_1788,1.5
70_1939,1.5
70_2015,1.5
70_2046,1.5
70_2161,1.5
70_228,1.5
70_2327,1.5
70_2463,1.5
70_2498,1.5
70_2592,1.5
70_2602,1.5
70_283,1.5
70_2970,1.5
70_3123,1.5
70_3268,1.5
70_3559,1.5
70_366,1.5
70_367,1.5
70_370,1.5
70_396,1.5
70_402,1.5
70_4045,1.5
70_4120,1.5
70_4168,1.5
70_438,1.5
70_4475,1.5
70_472,1.5
70_482,1.5
70_5122,1.5
70_513,1.5
70_524,1.5
70_5281,1.5
70_544,1.5
70_569,1.5
70_631,1.5
70_641,1.5
70_6552,1.5
70_679,1.5
70_712,1.5
70_740,1.5
70_766,1.5
70_821,1.5
70_822,1.5
70_868,1.5
70_883,1.5
70_930,1.5
70_963,1.5
70_987,1.5
70_993,1.5
700_3499,1.5
700_4940,1.5
710_1036,1.5
710_1046,1.5
710_1181,1.5
710_1233,1.5
720_3287,1.5
720_7454,1.5
730_1626,1.5
730_1789,1.5
730_239,1.5
730_7454,1.5
740_781,1.5
750_1238,1.5
750_1424,1.5
750_1687,1.5
750_2521,1.5
750_4115,1.5
760_1504,1.5
760_1662,1.5
760_2363,1.5
760_267,1.5
760_2679,1.5
760_2767,1.5
760_670,1.5
760_821,1.5
770_1739,1.5
770_3427,1.5
770_749,1.5
770_787,1.5
770_923,1.5
780_1313,1.5
780_204,1.5
780_3011,1.5
790_5510,1.5
790_597,1.5
790_794,1.5
80_1013,1.5
80_1154,1.5
80_1176,1.5
80_1255,1.5
80_1270,1.5
80_1278,1.5
80_1318,1.5
80_1438,1.5
80_1447,1.5
80_1514,1.5
80_1520,1.5
80_1548,1.5
80_1575,1.5
80_1639,1.5
80_1643,1.5
80_1683,1.5
80_1764,1.5
80_1933,1.5
80_1946,1.5
80_1960,1.5
80_2127,1.5
80_2242,1.5
80_2345,1.5
80_2349,1.5
80_236,1.5
80_2779,1.5
80_2796,1.5
80_3259,1.5
80_339,1.5
80_347,1.5
80_369,1.5
80_449,1.5
80_484,1.5
80_488,1.5
80_492,1.5
80_501,1.5
80_590,1.5
80_697,1.5
80_732,1.5
80_738,1.5
80_751,1.5
80_763,1.5
80_776,1.5
80_835,1.5
80_934,1.5
80_969,1.5
80_974,1.5
80_986,1.5
80_999,1.5
810_1490,1.5
810_2206,1.5
810_4607,1.5
810_752,1.5
830_1356,1.5
830_1504,1.5
830_517,1.5
830_7442,1.5
840_1235,1.5
840_2877,1.5
840_3086,1.5
840_3124,1.5
840_894,1.5
850_1398,1.5
850_1893,1.5
850_672,1.5
870_981,1.5
880_1390,1.5
880_1477,1.5
880_2055,1.5
890_2629,1.5
90_1019,1.5
90_1109,1.5
90_1119,1.5
90_1133,1.5
90_1163,1.5
90_1181,1.5
90_1226,1.5
90_1257,1.5
90_1270,1.5
90_1292,1.5
90_1486,1.5
90_1584,1.5
90_1636,1.5
90_1646,1.5
90_1737,1.5
