id_policy,noclaim
PL000257,TRUE
PL000259,TRUE
PL000260,TRUE
PL000264,TRUE
PL000267,FALSE
PL000269,TRUE
PL000271,TRUE
PL000272,TRUE
PL000273,TRUE
PL000274,FALSE
PL000275,TRUE
PL000276,FALSE
PL000277,FALSE
PL000278,TRUE
PL000282,FALSE
PL000283,TRUE
PL000285,FALSE
PL000286,TRUE
PL000289,TRUE
PL000290,TRUE
PL000292,FALSE
PL000294,FALSE
PL000295,FALSE
PL000296,TRUE
PL000297,TRUE
PL000298,FALSE
PL000299,TRUE
PL000301,TRUE
PL000302,TRUE
PL000303,FALSE
PL000305,TRUE
PL000306,TRUE
PL000308,FALSE
PL000309,TRUE
PL000311,TRUE
PL000312,FALSE
PL000313,FALSE
PL000316,FALSE
PL000318,TRUE
PL000320,TRUE
PL000321,TRUE
PL000322,TRUE
PL000323,FALSE
PL000326,FALSE
PL000327,TRUE
PL000329,TRUE
PL000330,TRUE
PL000331,TRUE
PL000332,TRUE
PL000333,TRUE
PL000334,TRUE
PL000337,FALSE
PL000339,FALSE
PL000340,TRUE
PL000341,TRUE
PL000342,TRUE
PL000344,FALSE
PL000345,TRUE
PL000347,TRUE
PL000349,FALSE
PL000350,FALSE
PL000352,TRUE
PL000353,TRUE
PL000354,FALSE
PL000356,FALSE
PL000358,TRUE
PL000360,FALSE
PL000361,FALSE
PL000362,TRUE
PL000364,TRUE
PL000367,TRUE
PL000369,TRUE
PL000371,FALSE
PL000374,FALSE
PL000375,TRUE
PL000376,TRUE
PL000377,TRUE
PL000378,FALSE
PL000379,TRUE
PL000380,TRUE
PL000381,TRUE
PL000382,TRUE
PL000385,FALSE
PL000388,TRUE
PL000389,TRUE
PL000390,FALSE
PL000393,TRUE
PL000394,TRUE
PL000395,TRUE
PL000396,TRUE
PL000397,TRUE
PL000398,TRUE
PL000401,TRUE
PL000402,TRUE
PL000403,TRUE
PL000406,TRUE
PL000408,TRUE
PL000409,TRUE
PL000410,TRUE
PL000412,FALSE
PL000413,TRUE
PL000417,TRUE
PL000418,FALSE
PL000420,FALSE
PL000421,TRUE
PL000422,FALSE
PL000423,FALSE
PL000425,TRUE
PL000429,FALSE
PL000430,TRUE
PL000431,FALSE
PL000432,TRUE
PL000433,TRUE
PL000434,FALSE
PL000438,TRUE
PL000440,FALSE
PL000442,FALSE
PL000445,TRUE
PL000446,FALSE
PL000449,TRUE
PL000451,FALSE
PL000452,TRUE
PL000453,TRUE
PL000455,TRUE
PL000456,FALSE
PL000457,FALSE
PL000459,TRUE
PL000462,FALSE
PL000463,FALSE
PL000464,TRUE
PL000465,TRUE
PL000466,TRUE
PL000467,FALSE
PL000471,TRUE
PL000472,FALSE
PL000474,TRUE
PL000476,TRUE
PL000477,FALSE
PL000478,TRUE
PL000479,FALSE
PL000480,TRUE
PL000481,FALSE
PL000485,FALSE
PL000486,TRUE
PL000490,TRUE
PL000492,TRUE
PL000494,FALSE
PL000495,FALSE
PL000496,TRUE
PL000499,TRUE
PL000502,TRUE
PL000503,FALSE
PL000505,TRUE
PL000506,TRUE
PL000507,TRUE
PL000508,TRUE
PL000509,TRUE
PL000510,TRUE
PL000513,FALSE
PL000514,TRUE
PL000515,TRUE
PL000517,TRUE
PL000519,TRUE
PL000520,TRUE
PL000522,TRUE
PL000523,TRUE
PL000524,FALSE
PL000525,FALSE
PL000526,FALSE
PL000527,FALSE
PL000529,TRUE
PL000530,TRUE
PL000532,TRUE
PL000533,TRUE
PL000534,TRUE
PL000535,FALSE
PL000536,FALSE
PL000537,FALSE
PL000538,TRUE
PL000542,FALSE
PL000544,TRUE
PL000547,TRUE
PL000549,TRUE
PL000550,TRUE
PL000552,TRUE
PL000553,TRUE
PL000555,TRUE
PL000556,TRUE
PL000557,FALSE
PL000559,FALSE
PL000562,FALSE
PL000563,FALSE
PL000565,FALSE
PL000566,TRUE
PL000568,TRUE
PL000571,FALSE
PL000572,FALSE
PL000576,TRUE
PL000577,TRUE
PL000579,TRUE
PL000580,TRUE
PL000582,TRUE
PL000584,TRUE
PL000585,TRUE
PL000588,FALSE
PL000589,TRUE
PL000590,TRUE
PL000591,FALSE
PL000592,FALSE
PL000593,TRUE
PL000594,FALSE
PL000595,TRUE
PL000597,TRUE
PL000598,TRUE
PL000599,FALSE
PL000604,FALSE
PL000608,TRUE
PL000609,TRUE
PL000611,TRUE
PL000613,TRUE
PL000614,TRUE
PL000615,FALSE
PL000616,TRUE
PL000620,FALSE
PL000621,FALSE
PL000622,FALSE
PL000624,TRUE
PL000626,FALSE
PL000628,FALSE
PL000629,TRUE
PL000630,TRUE
PL000631,FALSE
PL000632,TRUE
PL000633,FALSE
PL000634,FALSE
PL000635,TRUE
PL000637,FALSE
PL000638,TRUE
PL000640,TRUE
PL000643,TRUE
PL000650,TRUE
PL000652,TRUE
PL000653,TRUE
PL000654,FALSE
PL000655,TRUE
PL000656,TRUE
PL000657,TRUE
PL000658,FALSE
PL000659,TRUE
PL000660,TRUE
PL000661,TRUE
PL000665,TRUE
PL000667,TRUE
PL000668,FALSE
PL000669,TRUE
PL000672,FALSE
PL000674,FALSE
PL000675,TRUE
PL000676,FALSE
PL000678,FALSE
PL000679,TRUE
PL000680,TRUE
PL000682,FALSE
PL000684,FALSE
PL000685,TRUE
PL000686,FALSE
PL000687,TRUE
PL000688,TRUE
PL000689,FALSE
PL000691,FALSE
PL000693,FALSE
PL000695,TRUE
PL000697,FALSE
PL000698,FALSE
PL000699,TRUE
PL000701,FALSE
PL000702,FALSE
PL000703,TRUE
PL000705,FALSE
PL000706,TRUE
PL000707,FALSE
PL000708,FALSE
PL000709,TRUE
PL000712,TRUE
PL000714,TRUE
PL000715,TRUE
PL000716,FALSE
PL000717,TRUE
PL000718,TRUE
PL000720,TRUE
PL000721,FALSE
PL000723,FALSE
PL000724,FALSE
PL000727,TRUE
PL000728,TRUE
PL000729,FALSE
PL000730,TRUE
PL000731,TRUE
PL000733,FALSE
PL000734,TRUE
PL000736,TRUE
PL000737,TRUE
PL000740,FALSE
PL000742,TRUE
PL000746,TRUE
PL000754,TRUE
PL000755,FALSE
PL000756,FALSE
PL000759,FALSE
PL000760,TRUE
PL000761,TRUE
PL000762,FALSE
PL000766,TRUE
PL000768,TRUE
PL000769,FALSE
PL000770,TRUE
PL000771,TRUE
PL000774,TRUE
PL000775,FALSE
PL000776,TRUE
PL000777,FALSE
PL000780,FALSE
PL000781,TRUE
PL000785,FALSE
PL000786,FALSE
PL000787,TRUE
PL000788,FALSE
PL000789,TRUE
PL000790,FALSE
PL000791,FALSE
PL000792,TRUE
PL000794,FALSE
PL000795,TRUE
PL000796,TRUE
PL000797,FALSE
PL000798,TRUE
PL000799,FALSE
PL000803,TRUE
PL000804,TRUE
PL000808,TRUE
PL000811,TRUE
PL000813,TRUE
PL000815,TRUE
PL000816,FALSE
PL000818,TRUE
PL000819,FALSE
PL000820,TRUE
PL000821,TRUE
PL000822,TRUE
PL000824,FALSE
PL000827,TRUE
PL000829,TRUE
PL000832,TRUE
PL000835,TRUE
PL000838,TRUE
PL000839,TRUE
PL000840,TRUE
PL000841,FALSE
PL000843,TRUE
PL000846,FALSE
PL000848,TRUE
PL000849,TRUE
PL000851,TRUE
PL000852,TRUE
PL000853,TRUE
PL000855,TRUE
PL000856,FALSE
PL000858,TRUE
PL000862,TRUE
PL000863,FALSE
PL000864,FALSE
PL000865,FALSE
PL000866,TRUE
PL000867,TRUE
PL000868,FALSE
PL000870,TRUE
PL000871,TRUE
PL000874,TRUE
PL000877,TRUE
PL000881,TRUE
PL000882,TRUE
PL000883,TRUE
PL000884,FALSE
PL000885,TRUE
PL000888,TRUE
PL000889,TRUE
PL000890,FALSE
PL000891,TRUE
PL000892,TRUE
PL000894,TRUE
PL000895,TRUE
PL000897,TRUE
PL000898,TRUE
PL000900,TRUE
PL000901,TRUE
PL000902,FALSE
PL000904,TRUE
PL000905,TRUE
PL000907,TRUE
PL000909,TRUE
PL000910,FALSE
PL000912,TRUE
PL000913,TRUE
PL000915,FALSE
PL000920,FALSE
PL000921,FALSE
PL000922,FALSE
PL000925,FALSE
PL000926,TRUE
PL000930,TRUE
PL000931,FALSE
PL000932,TRUE
PL000933,TRUE
PL000935,TRUE
PL000936,TRUE
PL000939,FALSE
PL000942,TRUE
PL000945,TRUE
PL000948,TRUE
PL000949,TRUE
PL000950,FALSE
PL000951,TRUE
PL000952,TRUE
PL000953,TRUE
PL000954,FALSE
PL000955,FALSE
PL000956,TRUE
PL000959,TRUE
PL000960,TRUE
PL000964,TRUE
PL000965,TRUE
PL000967,TRUE
PL000968,FALSE
PL000970,FALSE
PL000974,FALSE
PL000975,TRUE
PL000978,TRUE
PL000979,TRUE
PL000980,FALSE
PL000983,TRUE
PL000985,FALSE
PL000986,TRUE
PL000989,TRUE
PL000990,FALSE
PL000992,TRUE
PL000993,TRUE
PL000996,TRUE
PL000999,TRUE
PL001000,TRUE
PL001002,TRUE
PL001003,FALSE
PL001005,TRUE
PL001006,TRUE
PL001007,TRUE
PL001009,FALSE
PL001010,FALSE
PL001012,TRUE
PL001015,TRUE
PL001016,TRUE
PL001020,FALSE
PL001021,TRUE
PL001023,FALSE
PL001024,FALSE
PL001025,TRUE
PL001027,TRUE
PL001028,TRUE
PL001029,TRUE
PL001032,FALSE
PL001033,TRUE
PL001034,TRUE
PL001036,TRUE
PL001039,TRUE
PL001040,TRUE
PL001043,FALSE
PL001044,TRUE
PL001045,TRUE
PL001046,TRUE
PL001047,TRUE
PL001049,TRUE
PL001050,TRUE
PL001051,TRUE
PL001052,TRUE
PL001053,TRUE
PL001054,FALSE
PL001055,TRUE
PL001056,TRUE
PL001057,FALSE
PL001059,TRUE
PL001061,TRUE
PL001062,TRUE
PL001063,FALSE
PL001064,TRUE
PL001067,TRUE
PL001068,TRUE
PL001070,TRUE
PL001072,TRUE
PL001075,TRUE
PL001077,TRUE
PL001078,TRUE
PL001080,FALSE
PL001084,TRUE
PL001085,FALSE
PL001087,TRUE
PL001088,TRUE
PL001091,TRUE
PL001092,FALSE
PL001093,TRUE
PL001095,TRUE
PL001096,TRUE
PL001098,TRUE
PL001099,TRUE
PL001100,FALSE
PL001101,FALSE
PL001102,TRUE
PL001103,FALSE
PL001105,TRUE
PL001109,TRUE
PL001110,TRUE
PL001112,TRUE
PL001113,FALSE
PL001114,FALSE
PL001115,TRUE
PL001117,TRUE
PL001118,TRUE
PL001120,TRUE
PL001121,FALSE
PL001122,TRUE
PL001123,TRUE
PL001124,FALSE
PL001125,TRUE
PL001127,FALSE
PL001128,TRUE
PL001130,FALSE
PL001131,TRUE
PL001135,TRUE
PL001136,TRUE
PL001137,FALSE
PL001139,TRUE
PL001142,FALSE
PL001143,TRUE
PL001144,FALSE
PL001145,FALSE
PL001147,TRUE
PL001148,TRUE
PL001149,TRUE
PL001150,TRUE
PL001152,FALSE
PL001153,FALSE
PL001154,TRUE
PL001155,TRUE
PL001157,FALSE
PL001158,FALSE
PL001159,TRUE
PL001161,TRUE
PL001162,FALSE
PL001165,TRUE
PL001167,FALSE
PL001168,TRUE
PL001169,TRUE
PL001172,TRUE
PL001174,TRUE
PL001175,TRUE
PL001176,TRUE
PL001178,FALSE
PL001179,FALSE
PL001180,FALSE
PL001183,TRUE
PL001186,TRUE
PL001187,TRUE
PL001189,TRUE
PL001190,FALSE
PL001192,TRUE
PL001193,TRUE
PL001196,TRUE
PL001197,TRUE
PL001198,TRUE
PL001199,TRUE
PL001200,TRUE
PL001201,TRUE
PL001202,TRUE
PL001203,TRUE
PL001207,FALSE
PL001208,FALSE
PL001209,TRUE
PL001211,TRUE
PL001215,TRUE
PL001216,TRUE
PL001217,TRUE
PL001218,TRUE
PL001221,TRUE
PL001224,TRUE
PL001228,TRUE
PL001229,TRUE
PL001230,TRUE
PL001231,TRUE
PL001235,TRUE
PL001236,TRUE
PL001239,FALSE
PL001240,TRUE
PL001242,FALSE
PL001243,FALSE
PL001244,TRUE
PL001247,TRUE
PL001248,TRUE
PL001250,TRUE
PL001252,TRUE
PL001253,TRUE
PL001255,TRUE
PL001256,TRUE
PL001258,TRUE
PL001261,FALSE
PL001262,TRUE
PL001264,TRUE
PL001265,TRUE
PL001266,FALSE
PL001268,TRUE
PL001270,TRUE
PL001272,TRUE
PL001273,FALSE
PL001274,TRUE
PL001275,TRUE
PL001276,TRUE
PL001277,FALSE
PL001278,FALSE
PL001279,TRUE
PL001280,TRUE
PL001281,TRUE
PL001282,FALSE
PL001285,TRUE
PL001286,TRUE
PL001291,TRUE
PL001293,TRUE
PL001295,FALSE
PL001296,TRUE
PL001297,TRUE
PL001298,FALSE
PL001301,TRUE
PL001302,TRUE
PL001305,FALSE
PL001306,FALSE
PL001307,TRUE
PL001308,TRUE
PL001309,FALSE
PL001311,TRUE
PL001312,TRUE
PL001313,TRUE
PL001314,TRUE
PL001316,FALSE
PL001318,TRUE
PL001319,FALSE
PL001324,TRUE
PL001326,FALSE
PL001327,TRUE
PL001328,FALSE
PL001329,TRUE
PL001331,FALSE
PL001332,TRUE
PL001333,TRUE
PL001334,TRUE
PL001335,TRUE
PL001336,TRUE
PL001337,TRUE
PL001338,TRUE
PL001344,TRUE
PL001345,TRUE
PL001347,FALSE
PL001348,FALSE
PL001349,FALSE
PL001350,TRUE
PL001354,FALSE
PL001355,FALSE
PL001356,TRUE
PL001357,TRUE
PL001358,FALSE
PL001359,TRUE
PL001366,FALSE
PL001367,TRUE
PL001368,TRUE
PL001369,TRUE
PL001370,TRUE
PL001371,TRUE
PL001372,TRUE
PL001373,TRUE
PL001376,TRUE
PL001377,TRUE
PL001380,TRUE
PL001381,TRUE
PL001382,TRUE
PL001387,TRUE
PL001389,TRUE
PL001390,FALSE
PL001392,TRUE
PL001393,FALSE
PL001394,TRUE
PL001395,FALSE
PL001396,FALSE
PL001399,TRUE
PL001401,TRUE
PL001402,TRUE
PL001403,TRUE
PL001405,TRUE
PL001407,FALSE
PL001409,FALSE
PL001411,TRUE
PL001413,FALSE
PL001416,TRUE
PL001418,FALSE
PL001421,FALSE
PL001422,FALSE
PL001423,TRUE
PL001424,FALSE
PL001425,TRUE
PL001427,TRUE
PL001428,TRUE
PL001430,FALSE
PL001434,TRUE
PL001435,TRUE
PL001437,TRUE
PL001438,FALSE
PL001439,TRUE
PL001440,TRUE
PL001441,FALSE
PL001444,TRUE
PL001445,FALSE
PL001447,FALSE
PL001448,FALSE
PL001449,TRUE
PL001450,TRUE
PL001453,TRUE
PL001454,TRUE
PL001457,FALSE
PL001459,TRUE
PL001461,FALSE
PL001462,TRUE
PL001463,FALSE
PL001464,TRUE
PL001465,TRUE
PL001467,TRUE
PL001472,FALSE
PL001473,TRUE
PL001474,TRUE
PL001475,TRUE
PL001476,TRUE
PL001477,FALSE
PL001480,TRUE
PL001484,FALSE
PL001487,TRUE
PL001488,TRUE
PL001489,TRUE
PL001491,FALSE
PL001493,TRUE
PL001494,TRUE
PL001495,TRUE
PL001498,FALSE
PL001499,TRUE
PL001505,FALSE
PL001506,FALSE
PL001507,FALSE
PL001508,TRUE
PL001509,FALSE
PL001511,TRUE
PL001514,TRUE
PL001515,FALSE
PL001516,FALSE
PL001518,FALSE
PL001520,TRUE
PL001521,FALSE
PL001523,TRUE
PL001524,FALSE
PL001526,TRUE
PL001527,TRUE
PL001528,TRUE
PL001530,TRUE
PL001533,TRUE
PL001534,FALSE
PL001537,TRUE
PL001538,TRUE
PL001539,FALSE
PL001540,TRUE
PL001542,TRUE
PL001543,TRUE
PL001544,TRUE
PL001550,TRUE
PL001552,FALSE
PL001557,FALSE
PL001558,TRUE
PL001559,FALSE
PL001562,FALSE
PL001563,FALSE
PL001565,FALSE
PL001566,TRUE
PL001568,TRUE
PL001570,TRUE
PL001572,TRUE
PL001573,TRUE
PL001576,TRUE
PL001578,TRUE
PL001580,TRUE
PL001581,TRUE
PL001584,TRUE
PL001585,TRUE
PL001586,FALSE
PL001587,TRUE
PL001589,TRUE
PL001590,TRUE
PL001591,TRUE
PL001594,TRUE
PL001596,FALSE
PL001597,TRUE
PL001598,TRUE
PL001599,FALSE
PL001600,TRUE
PL001601,TRUE
PL001602,TRUE
PL001606,FALSE
PL001607,FALSE
PL001608,FALSE
PL001609,FALSE
PL001610,TRUE
PL001611,FALSE
PL001617,FALSE
PL001618,TRUE
PL001619,FALSE
PL001620,FALSE
PL001621,TRUE
PL001622,TRUE
PL001623,TRUE
PL001624,FALSE
PL001625,TRUE
PL001626,FALSE
PL001630,FALSE
PL001631,FALSE
PL001632,TRUE
PL001633,TRUE
PL001634,TRUE
PL001635,TRUE
PL001636,TRUE
PL001640,TRUE
PL001643,FALSE
PL001644,TRUE
PL001645,TRUE
PL001648,TRUE
PL001649,TRUE
PL001653,FALSE
PL001654,TRUE
PL001655,TRUE
PL001656,TRUE
PL001657,TRUE
PL001658,TRUE
PL001659,TRUE
PL001661,FALSE
PL001663,TRUE
PL001665,TRUE
PL001668,TRUE
PL001671,TRUE
PL001672,TRUE
PL001673,TRUE
PL001676,TRUE
PL001679,FALSE
PL001680,TRUE
PL001681,TRUE
PL001682,FALSE
PL001683,TRUE
PL001684,TRUE
PL001685,FALSE
PL001687,TRUE
PL001689,TRUE
PL001690,FALSE
PL001691,FALSE
PL001693,FALSE
PL001695,FALSE
PL001699,TRUE
PL001700,TRUE
PL001701,FALSE
PL001702,FALSE
PL001703,TRUE
PL001704,TRUE
PL001706,TRUE
PL001707,TRUE
PL001711,TRUE
PL001712,FALSE
PL001714,TRUE
PL001715,TRUE
PL001716,TRUE
PL001717,TRUE
PL001718,FALSE
PL001719,TRUE
PL001722,TRUE
PL001723,TRUE
PL001724,TRUE
PL001725,TRUE
PL001726,FALSE
PL001727,TRUE
PL001729,TRUE
PL001730,TRUE
PL001731,TRUE
PL001733,TRUE
PL001734,FALSE
PL001735,FALSE
PL001736,FALSE
PL001738,TRUE
PL001740,TRUE
PL001745,TRUE
PL001746,TRUE
PL001748,FALSE
PL001749,TRUE
PL001750,TRUE
PL001751,TRUE
PL001752,TRUE
PL001754,TRUE
PL001755,TRUE
PL001757,TRUE
PL001758,FALSE
PL001759,TRUE
PL001761,FALSE
PL001762,TRUE
PL001763,TRUE
PL001764,FALSE
PL001766,TRUE
PL001768,TRUE
PL001769,TRUE
PL001771,TRUE
PL001772,TRUE
PL001773,TRUE
PL001774,FALSE
PL001775,FALSE
PL001777,TRUE
PL001778,FALSE
PL001779,TRUE
PL001780,FALSE
PL001784,FALSE
PL001785,FALSE
PL001786,TRUE
PL001791,TRUE
PL001794,TRUE
PL001796,TRUE
PL001799,FALSE
PL001800,FALSE
PL001802,FALSE
PL001803,TRUE
PL001804,FALSE
PL001807,FALSE
PL001809,FALSE
PL001810,FALSE
PL001811,TRUE
PL001812,TRUE
PL001813,FALSE
PL001815,FALSE
PL001816,TRUE
PL001817,FALSE
PL001819,TRUE
PL001820,TRUE
PL001821,TRUE
PL001822,TRUE
PL001823,TRUE
PL001824,TRUE
PL001826,TRUE
PL001827,TRUE
PL001829,TRUE
PL001830,TRUE
PL001832,FALSE
PL001835,TRUE
PL001836,TRUE
PL001837,TRUE
PL001839,TRUE
PL001840,TRUE
PL001841,TRUE
PL001842,TRUE
PL001843,FALSE
PL001844,FALSE
PL001845,TRUE
PL001847,TRUE
PL001849,TRUE
PL001850,TRUE
PL001853,TRUE
PL001856,TRUE
PL001858,TRUE
PL001860,FALSE
PL001861,TRUE
PL001862,TRUE
PL001863,TRUE
PL001864,TRUE
PL001868,FALSE
PL001869,TRUE
PL001871,TRUE
PL001872,TRUE
PL001875,TRUE
PL001876,TRUE
PL001877,TRUE
PL001880,TRUE
PL001883,TRUE
PL001884,FALSE
PL001885,TRUE
PL001887,TRUE
PL001888,FALSE
PL001890,FALSE
PL001891,TRUE
PL001893,TRUE
PL001894,TRUE
PL001897,TRUE
PL001898,TRUE
PL001900,TRUE
PL001901,FALSE
PL001902,TRUE
PL001903,TRUE
PL001904,FALSE
PL001906,FALSE
PL001907,TRUE
PL001908,FALSE
PL001910,TRUE
PL001913,TRUE
PL001916,TRUE
PL001919,TRUE
PL001920,TRUE
PL001921,FALSE
PL001922,TRUE
PL001924,TRUE
PL001926,FALSE
PL001927,FALSE
PL001928,TRUE
PL001930,TRUE
PL001932,TRUE
PL001934,FALSE
PL001935,FALSE
PL001939,FALSE
PL001940,TRUE
PL001941,FALSE
PL001942,TRUE
PL001945,FALSE
PL001948,FALSE
PL001949,TRUE
PL001953,TRUE
PL001954,TRUE
PL001955,TRUE
PL001957,TRUE
PL001958,TRUE
PL001960,FALSE
PL001964,TRUE
PL001965,TRUE
PL001966,TRUE
PL001967,TRUE
PL001968,TRUE
PL001969,TRUE
PL001972,FALSE
PL001973,FALSE
PL001974,TRUE
PL001976,TRUE
PL001980,TRUE
PL001981,FALSE
PL001982,TRUE
PL001985,TRUE
PL001987,TRUE
PL001990,TRUE
PL001991,TRUE
PL001993,TRUE
PL001994,FALSE
PL001998,TRUE
PL002001,FALSE
PL002005,TRUE
PL002007,TRUE
PL002008,TRUE
PL002010,TRUE
PL002012,FALSE
PL002014,TRUE
PL002015,TRUE
PL002017,TRUE
PL002018,TRUE
PL002019,FALSE
PL002024,TRUE
PL002028,TRUE
PL002029,FALSE
PL002030,FALSE
PL002031,TRUE
PL002033,FALSE
PL002034,TRUE
PL002035,TRUE
PL002037,TRUE
PL002038,TRUE
PL002040,TRUE
PL002041,TRUE
PL002043,FALSE
PL002044,FALSE
PL002045,TRUE
PL002046,TRUE
PL002047,FALSE
PL002048,TRUE
PL002049,TRUE
PL002052,TRUE
PL002053,TRUE
PL002055,TRUE
PL002056,TRUE
PL002058,FALSE
PL002060,TRUE
PL002065,TRUE
PL002067,FALSE
PL002068,FALSE
PL002069,TRUE
PL002073,TRUE
PL002076,TRUE
PL002078,TRUE
PL002079,TRUE
PL002081,TRUE
PL002082,FALSE
PL002084,TRUE
PL002086,TRUE
PL002088,TRUE
PL002092,TRUE
PL002093,TRUE
PL002095,TRUE
PL002096,FALSE
PL002102,TRUE
PL002104,FALSE
PL002105,FALSE
PL002108,FALSE
PL002109,TRUE
PL002111,FALSE
PL002113,FALSE
PL002114,TRUE
PL002115,TRUE
PL002117,FALSE
PL002121,FALSE
PL002123,FALSE
PL002124,FALSE
PL002125,FALSE
PL002129,TRUE
PL002130,TRUE
PL002131,FALSE
PL002134,TRUE
PL002135,TRUE
PL002136,FALSE
PL002137,TRUE
PL002138,FALSE
PL002139,TRUE
PL002144,TRUE
PL002146,FALSE
PL002147,FALSE
PL002148,TRUE
PL002149,FALSE
PL002153,TRUE
PL002158,TRUE
PL002162,FALSE
PL002163,TRUE
PL002164,TRUE
PL002165,TRUE
PL002166,FALSE
PL002167,TRUE
PL002169,TRUE
PL002174,TRUE
PL002176,FALSE
PL002178,TRUE
PL002179,FALSE
PL002180,TRUE
PL002181,TRUE
PL002184,TRUE
PL002185,TRUE
PL002186,FALSE
PL002187,TRUE
PL002188,TRUE
PL002189,TRUE
PL002191,TRUE
PL002192,TRUE
PL002193,TRUE
PL002194,TRUE
PL002197,TRUE
PL002198,TRUE
PL002200,FALSE
PL002201,TRUE
PL002203,TRUE
PL002206,FALSE
PL002209,TRUE
PL002210,FALSE
PL002212,TRUE
PL002214,FALSE
PL002217,TRUE
PL002218,FALSE
PL002220,TRUE
PL002222,TRUE
PL002225,FALSE
PL002226,TRUE
PL002228,TRUE
PL002232,TRUE
PL002234,FALSE
PL002235,FALSE
PL002236,TRUE
PL002237,TRUE
PL002240,TRUE
PL002247,TRUE
PL002249,TRUE
PL002250,TRUE
PL002251,TRUE
PL002257,TRUE
PL002258,FALSE
PL002260,FALSE
PL002261,FALSE
PL002262,TRUE
PL002263,TRUE
PL002264,TRUE
PL002265,TRUE
PL002267,TRUE
PL002268,FALSE
PL002269,FALSE
PL002270,TRUE
PL002273,TRUE
PL002274,FALSE
PL002275,FALSE
PL002276,FALSE
PL002278,TRUE
PL002279,TRUE
PL002281,TRUE
PL002283,FALSE
PL002287,FALSE
PL002288,TRUE
PL002289,FALSE
PL002290,TRUE
PL002292,FALSE
PL002296,FALSE
PL002297,TRUE
PL002299,TRUE
PL002300,TRUE
PL002302,FALSE
PL002303,FALSE
PL002305,FALSE
PL002308,FALSE
PL002309,TRUE
PL002311,TRUE
PL002313,TRUE
PL002316,TRUE
PL002318,TRUE
PL002320,TRUE
PL002322,TRUE
PL002325,FALSE
PL002326,TRUE
PL002328,TRUE
PL002329,TRUE
PL002330,TRUE
PL002331,TRUE
PL002332,FALSE
PL002333,FALSE
PL002334,TRUE
PL002335,TRUE
PL002337,FALSE
PL002339,FALSE
PL002340,TRUE
PL002341,TRUE
PL002343,TRUE
PL002344,TRUE
